username,correlation,max
user_haarika,0.1489734041001462,20.0
user_mkelley,-0.14861409787895072,128.0
user_clarkse,-0.1484023131028126,2.0
user_klezhnin,0.14803815625360703,48.0
user_akashrao,-0.14787068352784324,8.0
user_biboyd,0.14767911527545274,12.0
user_jviola,-0.14737167814356428,18.0
user_jdk7,0.14736308310828405,2.0
user_dlstefan,-0.14724849685441535,100.0
user_symao,0.14723067750656918,48.0
user_popoola,0.1471303335179562,4.0
user_hochang,0.14686171968411368,98.0
user_dgupta,0.14677561512916557,7.0
user_szhan213,0.1465686010516572,82.0
user_prayash,-0.14650995670988354,26.0
user_varunshr,-0.14629958506305893,4.0
user_jiaao,-0.14617312736310067,15.0
user_jinyun,0.14595109444535143,10.0
user_echansen,0.14585196149311336,8.0
all_users_alloc_nodes,-0.1457761942438099,4424.0
user_baihong,0.14577561727615745,8.0
user_yohann,-0.145442838626514,16.0
user_dre,-0.14513824220396446,32.0
user_biwang,-0.14488784450469663,100.0
user_justinfo,0.1445369907231408,36.0
user_ai8,0.14434282895558173,4.0
user_dfarough,0.14365013599492799,8.0
user_xzheng,-0.14341817175203478,256.0
user_ah1032,0.14331446502566486,4.0
user_sark777,-0.14321579655071845,176.0
user_junmin,-0.14300049623172584,128.0
user_csmoljan,-0.14177436690817918,20.0
user_marcoacc,0.14151836663296805,2.0
user_slaricch,-0.14107166535467827,80.0
user_weiru,0.1405642365287184,4.0
user_thes,0.14032445696537035,36.0
user_boeyaert,0.1397918239737035,42.0
user_ecuddy,0.13958720004108718,4.0
user_zc727,-0.13936526556341444,16.0
user_chuntian,-0.13932872491041645,4.0
user_ananya,-0.139253263948558,64.0
user_gmurtas,0.13905731124796938,8.0
user_price07,-0.13758333325013447,96.0
user_avr,-0.137218747952066,8.0
user_jacobkc,-0.13720847727320265,4.0
user_cxl,0.13669621859519565,16.0
user_vwzyu,-0.13596784148798885,256.0
user_nmdcda,0.13586740996462832,5.0
user_shenzm,0.1358206651216702,36.0
user_lztan,-0.13558282011507802,1000.0
user_bowenliu,-0.13539745432431066,24.0
user_huangj3,-0.13532902091173524,40.0
user_lzx_pnnl,-0.13526084062732988,64.0
user_chwu04,-0.13436773525752946,4.0
user_binxia,0.13411006111768364,16.0
user_bogensch,-0.13400763537455426,512.0
user_feige,-0.13396741668473558,182.0
user_vadimr,0.13331086078809506,256.0
user_aflorio,-0.1331789038879955,8.0
user_joroman,-0.1331789038879955,2.0
user_mccollam,-0.1331789038879955,11.0
user_flordm,-0.1331789038879955,2.0
user_brownlbl,-0.13317890388799547,10.0
user_jackiezy,-0.13227137715518533,12.0
user_xpsqq,-0.13204169320694187,40.0
user_gy1906,-0.13190934655228662,16.0
user_lijc,0.1315493020267822,8.0
user_kho33,0.13151554948274355,160.0
user_jiayihua,-0.1310353003208968,64.0
user_longda,-0.1309870470043306,6.0
user_shikhas,0.13035829370173274,20.0
user_dallas,-0.1302801832175417,8.0
user_kgreif,0.13004277898141436,44.0
user_cemily,0.13003614468780983,8.0
user_ypetrov,0.1298511803011919,24.0
user_xhu341,0.12984371454455912,42.0
user_fuhras,0.12880874006908638,48.0
user_caow214,0.12868758767820557,32.0
user_avencast,0.12826832461858448,8.0
user_emsi,-0.12801023305845866,256.0
user_ianw,-0.12795114749226522,8.0
user_lyang42,-0.12782739164670873,24.0
user_salvarc,-0.127791111788905,24.0
user_vanben,-0.1275683056350789,60.0
user_mmuskinj,0.1271709989257896,16.0
user_krispin,-0.1265968968741411,16.0
user_cberger7,0.1265011215157189,8.0
user_lucasnap,-0.12634474776418636,10.0
user_quintj3,0.12611871035545927,24.0
user_jdolan,0.12583663913972032,4.0
user_hdaglar,0.12579521069204586,16.0
user_alacour,0.1257847563850725,28.0
user_asmith,-0.12558093913640458,48.0
user_chenwjb,-0.12557577433830552,12.0
user_djdougan,0.1241561295980175,512.0
user_jadb22,0.12401458237169688,8.0
user_saiveena,0.12397327587611381,10.0
user_ddpruitt,0.12386987529058154,8.0
user_ash,-0.12350678842563903,20.0
user_ryancamo,0.12340318506408529,4.0
user_olajideb,-0.12334957370467946,64.0
user_chengjie,0.1233160281571408,32.0
user_akshukla,-0.12315111983607542,16.0
user_udvarhel,0.12309458028324681,16.0
user_lpl0807,-0.12293001350366707,2.0
user_lpeterso,0.1226667425765086,112.0
user_phaneir,0.12256591429123924,24.0
user_mzheng,0.12251114715790495,16.0
user_taa22,0.12225875916919124,8.0
user_yeqing,0.12193118651933768,18.0
user_gr7610,-0.12160767480182837,16.0
user_bfaber,0.12145659123705137,64.0
user_elbriggs,0.1213595084494213,16.0
user_mha,0.1213595084494213,16.0
user_dliu2,0.1213595084494213,8.0
user_phebbar,0.12135950844942121,10.0
user_vsomnath,0.12135950844942119,15.0
user_ynf,0.12084211913518465,32.0
user_wangh,0.12046387187465878,256.0
user_jordanib,0.12039307094999054,8.0
user_xwzhang,0.12013546333240462,144.0
user_raph,0.1198959292606379,12.0
user_bostan_d,0.11977040894072166,36.0
user_tkreiman,0.11948270124424522,4.0
user_mahletm,0.11937365778287526,32.0
user_jsachdev,0.11924270170016295,18.0
user_rtm82,0.11901827395273719,40.0
user_dsk192,0.11858511242371354,10.0
user_yiqi,-0.11839840874354846,640.0
user_tania23p,0.11814336791598655,4.0
user_pasumart,0.11796878211601153,75.0
user_weily,0.11756517124722068,8.0
user_walkosz,-0.11731948585996031,2.0
user_horipada,0.1172507425605784,24.0
user_shqin,-0.11680998408067135,8.0
user_nthoward,0.11664582023345323,120.0
user_huiwan,0.11655073730035773,8.0
user_jqh6202,-0.11643969195763282,10.0
user_fernando,0.1163342106953074,144.0
user_pghosh12,0.11562051528853981,10.0
user_keskital,0.11477896235495769,16.0
user_gchamber,0.11472927054142446,2.0
user_nestor,0.11449521016589506,10.0
user_patraa,-0.11434927345813883,4.0
user_ffebres,-0.11427486362429783,90.0
user_tincheng,-0.11422083334623223,8.0
user_parulrr,0.11394205515695963,34.0
user_plma,-0.11393608249886572,120.0
user_heehaw,0.1138810310538599,24.0
user_aafugu,0.11289175937028928,256.0
user_apurva,0.11288510773530956,2.0
user_sakkas,0.11288510773530956,8.0
user_pranavk,0.11246706902560574,4.0
user_liangy12,0.11227727273191239,35.0
user_llwang,-0.11216440646719798,20.0
user_danat,-0.1117531264885189,12.0
user_kellyyao,0.11149578173533772,16.0
user_lstolze,-0.11116364361908854,15.0
user_bajack,-0.11088588447794735,20.0
user_songting,-0.11076271591661961,8.0
user_darya,-0.1107498499396414,8.0
user_speng3,-0.11073732914995157,4.0
user_ceichsta,0.1099959851324914,20.0
user_rhager,0.1097923100268983,200.0
user_mkolathi,-0.10977085356832354,48.0
user_njeffery,0.10975456712708638,84.0
user_vcl_yale,0.1097351265351162,16.0
user_adingram,0.10931820495436062,11.0
user_mm3201,0.10924447021732937,64.0
user_pbasera,-0.10919129822317832,55.0
user_hliang1,-0.10915292870924805,128.0
user_mgarten,0.1091449992441783,6.0
user_tommylin,0.10896359793949752,14.0
user_jbub,0.10883072727648488,12.0
user_ahager,0.10868749342057413,3.0
user_gssethi,-0.10840466119629143,256.0
user_jundac,0.10838837714267811,4.0
user_sypeng,-0.10837635402725564,600.0
user_lazin1,0.10834649338843193,10.0
user_lgz,0.10830609374758353,20.0
user_aakhan3,0.1080802307249589,30.0
user_lebars,-0.10792098338505873,86.0
user_tcwilson,0.10760407742759871,16.0
user_scorapi,0.10738268648754366,20.0
user_camora,-0.10732513198535375,10.0
user_vishalsu,-0.10693044976032648,64.0
user_peltekis,0.10689325650625311,60.0
user_pjairam,0.10652626005092222,90.0
user_halbuhai,0.10647505393737333,28.0
user_abaldo,0.10618018930934134,54.0
user_xianchao,-0.10593936180814181,2.0
user_xju,0.10566829592373152,2.0
user_anabi,-0.10556887480220144,24.0
user_leonhost,-0.10552864407966399,648.0
user_tyson,-0.10545147287759363,8.0
user_gwheld,0.10514099913404269,13.0
user_dstn,-0.1050313027786676,48.0
user_neffrw,-0.1047194217004611,256.0
user_uo1999,-0.10434881781215226,72.0
user_yifan613,-0.10416677449115533,6.0
user_rebassoo,0.10408629381756686,22.0
user_shuang89,0.10399948754769865,8.0
user_pwren,0.1037163365831311,8.0
user_maltrud,0.1036819160832301,50.0
user_fionacyu,-0.10365157412362119,8.0
user_echowell,-0.10364263100965254,8.0
user_mahf708,-0.10360175371877317,512.0
user_jjbenedi,-0.10353496686995224,22.0
user_ywang141,0.10334736170755475,36.0
user_adillali,0.10326715313418128,2.0
user_yaz148,-0.10319159628115696,25.0
user_xl108,-0.10318960724396917,8.0
user_cunyang,-0.10304728956240675,336.0
user_dsambit,-0.10197101436456221,150.0
user_hudspith,-0.1014754301366116,20.0
user_wlin,-0.1013761935253425,264.0
user_bwh,-0.10108576870304588,38.0
user_steven,0.10055311749427101,256.0
user_ak2483,0.10052955218447977,2.0
user_enochjo,-0.100166310006187,8.0
user_ejohnson,-0.10016631000618693,24.0
user_vision,-0.09979391340122228,64.0
user_ceranhu,-0.09968283610447802,152.0
user_datadash,-0.09918405385406656,32.0
user_tneiser,-0.0990017620697922,20.0
user_yuwei,-0.09889059998319148,32.0
user_edubroff,-0.09836991708771735,64.0
user_jwjanisc,0.09836646648924942,44.0
user_pushan,0.09802109664061899,20.0
user_chubar,0.09792143731822202,38.0
user_annette,0.09713861325609448,46.0
user_proden,-0.09699060963113282,10.0
user_vrindaa,0.09697133881251448,80.0
user_jpierce,-0.09682787055583386,96.0
user_neha1103,0.09678101773006866,8.0
user_akbh9606,0.09627673015991355,8.0
user_jameswu,0.0953450125773234,16.0
user_jli628,0.09531069876692795,8.0
user_oods,0.09531069876692792,20.0
avg_group_ratio,0.09529500361162861,0.5390625
user_asd,0.09526735650975593,16.0
user_kevinsg,-0.09523939761650256,8.0
user_shubhlbl,0.09494121424681999,4.0
user_mana,0.09494121424681999,2.0
user_wdetmold,-0.09471692345111195,512.0
user_skamelm,-0.09465686759720206,20.0
user_zhichen,0.09448734396821866,25.0
user_ishan_a,-0.09442115355910688,12.0
user_msoe,0.09441318961085292,256.0
user_cho,-0.09431238960553667,72.0
user_sembower,0.09389890760478607,8.0
user_mattlong,0.09279799659527796,1960.0
user_xgao,0.09262889412762444,124.0
user_andrewch,-0.09260894589024482,4.0
user_milena,-0.0922732379610069,73.0
user_rismail,-0.09227323796100688,12.0
user_tyw918,-0.09227323796100688,4.0
user_singhm,0.09147901639621232,10.0
user_aisakov,-0.0913761391368535,32.0
user_hzhu,0.0910214777241669,10.0
user_connorb,0.09079495478398178,256.0
user_tcjinny,-0.09070747992993586,6.0
user_marinoni,-0.09044685358176167,216.0
user_oparedes,0.09034692482247646,16.0
user_facosta,-0.09015315740077472,64.0
user_usatlas,0.09005439397900579,400.0
user_chahal7,0.08997353940055124,24.0
user_mperego,-0.08974215482611887,4.0
user_hautier,-0.08974215482611887,2.0
user_spasmann,-0.08954917137073891,32.0
user_luckow,-0.08952177304960597,64.0
user_whicks,0.08928656885117359,64.0
user_weipow,-0.08889300352727766,8.0
user_hftom,0.08864581734182166,6.0
user_bashraf,-0.08862477943739996,4.0
user_dradice,0.08840789655999653,6.0
user_hsu_andy,-0.08839412791249247,16.0
user_fadelm,0.08792523566835955,2.0
user_xingxing,-0.08788777648167867,16.0
user_sjcha726,0.08773070731953377,108.0
user_aannabe,-0.0873951130751767,360.0
user_nirsun77,0.08724937382552947,24.0
user_rym,-0.08721594338259074,80.0
user_ktangtar,0.08696328784173687,240.0
user_ethomas,-0.08657357940229439,23.0
user_rppeng,-0.08620751927674651,8.0
user_dcharlto,0.0860746003067703,800.0
user_idatta,0.08597076014549818,32.0
user_kmb366,-0.0858380068037778,8.0
user_biwole,-0.08575817109346677,54.0
user_r0pida03,-0.08572475805935752,16.0
user_kringel,0.08523386204749576,64.0
user_aaronbal,-0.08511873216948364,9.0
user_ckombo,-0.08496149716912091,2.0
user_jxg27,-0.08483471627545223,20.0
user_tpsatt,0.08481866583402078,4.0
user_deriseis,-0.0847685147613565,16.0
user_saivamsi,-0.08464930060386296,16.0
user_meng,-0.08460474131336637,65.0
user_jrobnik,0.08459071473996278,8.0
user_rchurchi,-0.08456791962125541,8.0
user_rajan,-0.08452474862138407,864.0
user_lmoore75,0.08448449527403869,20.0
user_bghosh,-0.08433604917273084,10.0
user_mvansch,-0.08394631918990547,24.0
user_sppoudel,0.08377069127157127,4.0
user_jackn11,0.08366757462971841,8.0
user_train18,0.08328371550850222,20.0
user_train79,0.08328371550850222,20.0
user_jy-nyu,0.08326519580971295,8.0
user_jsoule,-0.08298350606195494,4.0
user_ypzhang,-0.08278244455626724,324.0
user_debm286,-0.08270255498790008,16.0
user_sausiva,0.08222620444558465,2.0
user_alvinliu,-0.08218662369165039,16.0
user_wchy97,-0.08151326283301817,136.0
user_sougata,0.08144924488163847,10.0
user_hyma,-0.08142270429084927,64.0
user_imaliyov,-0.08121076668133828,20.0
user_cwoods7,0.08108139227133587,32.0
user_nmarshak,0.08103747586105209,128.0
user_daliasa,-0.08057177532557246,369.0
user_taojiang,-0.07978969770452866,64.0
user_vmikuni,0.0797068060857222,24.0
user_yczhong,0.07968071417797995,8.0
user_smprince,0.07942864658698627,32.0
user_shinjanm,0.07917638729845697,8.0
user_yifancui,-0.0791122466870071,48.0
user_millerk1,-0.07906595308995386,48.0
user_oync520,0.07904267265665846,10.0
user_paavaip,0.07883821541378182,12.0
user_agnech00,0.0788093617127835,2.0
user_klawler,0.07878807845795442,12.0
user_ywwang,0.07878661088154933,32.0
user_baodi,-0.07878464432974368,10.0
user_qx24,0.07867225365513539,8.0
user_shuoxu,0.07867225365513539,8.0
user_khfranco,0.07860971200690745,2.0
user_jameela8,-0.07853184833205792,4.0
user_atran,0.07843351777855526,4.0
user_andreqmc,0.07843351777855521,14.0
user_jsyeb,0.07843351777855517,40.0
user_yeming,0.07818768697900635,30.0
user_zjiang16,-0.07815062401704032,10.0
user_iyeh,0.078141397104939,24.0
user_shas1693,-0.07803203983753314,16.0
user_chaojie,-0.07768107866465598,2.0
user_jg4,-0.07767590146909364,128.0
user_jbao,-0.07743394726398697,24.0
user_e3smtest,-0.0774305067962955,256.0
user_riyath09,0.07653390905577048,140.0
user_smolins,-0.07648078295417345,2.0
user_zye,-0.07635983081409937,32.0
user_dionl,0.07603007614374138,8.0
user_alpumutk,-0.07579297170964208,8.0
user_lg4,-0.07578735760909727,4.0
user_jpark7,-0.07578735760909727,16.0
user_yiwenx,-0.07572659967569008,400.0
user_rmaniar,-0.07567638100166098,4.0
user_cheryunl,-0.07567638100166098,2.0
user_bousquet,-0.07567638100166098,4.0
user_asopio,-0.07567638100166098,4.0
user_dlbao,0.07556238565971575,12.0
user_qlzhang,0.07526994407918285,28.0
user_cliao25,0.07464962211162282,256.0
user_samlg,0.07449800147900136,50.0
user_kashikar,-0.0744381707134576,2.0
user_ccasert,0.07436496515217557,120.0
user_jdelmar,-0.07396358379372761,291.0
user_hstark,0.0726079075767526,2.0
user_aavkhadi,-0.07256560127451116,280.0
user_chencc,0.07254487498187989,20.0
user_hsinyu,-0.07229688792226278,32.0
user_chtpku,-0.07224213757080712,80.0
user_pxu,-0.07211935932620456,28.0
